iter	Passed	Remaining
1998	1174	245
1999	1175	245
2000	1175	244
2001	1176	243
2002	1177	243
2003	1177	242
2004	1178	242
2005	1178	241
2006	1179	240
2007	1179	240
2008	1180	239
2009	1181	239
2010	1181	238
2011	1182	237
2012	1182	237
2013	1183	236
2014	1184	236
2015	1184	235
2016	1185	235
2017	1185	234
2018	1186	233
2019	1186	233
2020	1187	232
2021	1188	232
2022	1188	231
2023	1189	230
2024	1189	230
2025	1190	229
2026	1190	229
2027	1191	228
2028	1191	227
2029	1192	227
2030	1192	226
2031	1193	226
2032	1193	225
2033	1194	224
2034	1195	224
2035	1195	223
2036	1196	223
2037	1196	222
2038	1197	221
2039	1197	221
2040	1198	220
2041	1199	220
2042	1199	219
2043	1200	219
2044	1200	218
2045	1201	217
2046	1201	217
2047	1202	216
2048	1203	216
2049	1203	215
2050	1204	214
2051	1204	214
2052	1205	213
2053	1205	213
2054	1206	212
2055	1206	211
2056	1207	211
2057	1208	210
2058	1208	210
2059	1209	209
2060	1209	208
2061	1210	208
2062	1211	207
2063	1211	207
2064	1212	206
2065	1212	206
2066	1213	205
2067	1214	204
2068	1214	204
2069	1215	203
2070	1215	203
2071	1216	202
2072	1216	201
2073	1217	201
2074	1217	200
2075	1218	200
2076	1219	199
2077	1219	198
2078	1220	198
2079	1220	197
2080	1221	197
2081	1221	196
2082	1222	196
2083	1223	195
2084	1223	194
2085	1224	194
2086	1224	193
2087	1225	193
2088	1226	192
2089	1226	191
2090	1227	191
2091	1227	190
2092	1228	190
2093	1228	189
2094	1229	188
2095	1230	188
2096	1230	187
2097	1231	187
2098	1231	186
2099	1232	186
2100	1233	185
2101	1233	184
2102	1234	184
2103	1234	183
2104	1235	183
2105	1235	182
2106	1236	181
2107	1236	181
2108	1237	180
2109	1238	180
2110	1238	179
2111	1239	178
2112	1239	178
2113	1240	177
2114	1241	177
2115	1241	176
2116	1242	176
2117	1242	175
2118	1243	174
2119	1244	174
2120	1244	173
2121	1245	173
2122	1245	172
2123	1246	171
2124	1246	171
2125	1247	170
2126	1248	170
2127	1248	169
2128	1249	168
2129	1249	168
2130	1250	167
2131	1250	167
2132	1251	166
2133	1252	166
2134	1252	165
2135	1253	164
2136	1253	164
2137	1254	163
2138	1255	163
2139	1255	162
2140	1256	161
2141	1257	161
2142	1257	160
2143	1258	160
2144	1258	159
2145	1259	159
2146	1260	158
2147	1260	157
2148	1261	157
2149	1261	156
2150	1262	156
2151	1263	155
2152	1263	154
2153	1264	154
2154	1264	153
2155	1265	153
2156	1265	152
2157	1266	151
2158	1267	151
2159	1267	150
2160	1268	150
2161	1268	149
2162	1269	149
2163	1269	148
2164	1270	147
2165	1271	147
2166	1271	146
2167	1272	146
2168	1273	145
2169	1273	144
2170	1274	144
2171	1274	143
2172	1275	143
2173	1275	142
2174	1276	142
2175	1276	141
2176	1277	140
2177	1278	140
2178	1278	139
2179	1279	139
2180	1279	138
2181	1280	137
2182	1281	137
2183	1281	136
2184	1282	136
2185	1282	135
2186	1283	134
2187	1284	134
2188	1284	133
2189	1285	133
2190	1285	132
2191	1286	132
2192	1286	131
2193	1287	130
2194	1287	130
2195	1288	129
2196	1289	129
2197	1289	128
2198	1290	127
2199	1290	127
2200	1291	126
2201	1292	126
2202	1292	125
2203	1293	124
2204	1294	124
2205	1294	123
2206	1295	123
2207	1295	122
2208	1296	122
2209	1296	121
2210	1297	120
2211	1297	120
2212	1298	119
2213	1299	119
2214	1300	118
2215	1300	117
2216	1301	117
2217	1302	116
2218	1302	116
2219	1303	115
2220	1303	115
2221	1304	114
2222	1305	113
2223	1305	113
2224	1306	112
2225	1306	112
2226	1307	111
2227	1308	110
2228	1308	110
2229	1309	109
2230	1310	109
2231	1310	108
2232	1311	108
2233	1311	107
2234	1312	106
2235	1313	106
2236	1313	105
2237	1314	105
2238	1314	104
2239	1315	103
2240	1316	103
2241	1316	102
2242	1317	102
2243	1317	101
2244	1318	100
2245	1318	100
2246	1319	99
2247	1319	99
2248	1320	98
2249	1321	98
2250	1321	97
2251	1322	96
2252	1322	96
2253	1323	95
2254	1324	95
2255	1324	94
2256	1325	93
2257	1326	93
2258	1326	92
2259	1327	92
2260	1327	91
2261	1328	91
2262	1329	90
2263	1329	89
2264	1330	89
2265	1330	88
2266	1331	88
2267	1332	87
2268	1332	86
2269	1333	86
2270	1333	85
2271	1334	85
2272	1335	84
2273	1335	83
2274	1336	83
2275	1336	82
2276	1337	82
2277	1337	81
2278	1338	81
2279	1338	80
2280	1339	79
2281	1340	79
2282	1340	78
2283	1341	78
2284	1341	77
2285	1342	76
2286	1342	76
2287	1343	75
2288	1343	75
2289	1344	74
2290	1344	73
2291	1345	73
2292	1345	72
2293	1346	72
2294	1347	71
2295	1347	71
2296	1348	70
2297	1348	69
2298	1349	69
2299	1349	68
2300	1350	68
2301	1350	67
2302	1351	66
2303	1352	66
2304	1352	65
2305	1353	65
2306	1354	64
2307	1354	63
2308	1355	63
2309	1355	62
2310	1356	62
2311	1357	61
2312	1357	61
2313	1358	60
2314	1358	59
2315	1359	59
2316	1360	58
2317	1360	58
2318	1361	57
2319	1361	56
2320	1362	56
2321	1363	55
2322	1363	55
2323	1364	54
2324	1364	54
2325	1365	53
2326	1366	52
2327	1366	52
2328	1367	51
2329	1367	51
2330	1368	50
2331	1369	49
2332	1369	49
2333	1370	48
2334	1370	48
2335	1371	47
2336	1371	46
2337	1372	46
2338	1373	45
2339	1373	45
2340	1374	44
2341	1374	44
2342	1375	43
2343	1376	42
2344	1376	42
2345	1377	41
2346	1377	41
2347	1378	40
2348	1378	39
2349	1379	39
2350	1380	38
2351	1380	38
2352	1381	37
2353	1381	36
2354	1382	36
2355	1383	35
2356	1383	35
2357	1384	34
2358	1384	34
2359	1385	33
2360	1385	32
2361	1386	32
2362	1387	31
2363	1387	31
2364	1388	30
2365	1388	29
2366	1389	29
2367	1389	28
2368	1390	28
2369	1391	27
2370	1391	27
2371	1392	26
2372	1393	25
2373	1393	25
2374	1394	24
2375	1394	24
2376	1395	23
2377	1396	22
2378	1396	22
2379	1397	21
2380	1397	21
2381	1398	20
2382	1398	19
2383	1399	19
2384	1399	18
2385	1400	18
2386	1401	17
2387	1401	17
2388	1402	16
2389	1402	15
2390	1403	15
2391	1403	14
2392	1404	14
2393	1404	13
2394	1405	12
2395	1406	12
2396	1406	11
2397	1407	11
2398	1407	10
2399	1408	9
2400	1408	9
2401	1409	8
2402	1410	8
2403	1410	7
2404	1411	7
2405	1411	6
2406	1412	5
2407	1412	5
2408	1413	4
2409	1414	4
2410	1414	3
2411	1415	2
2412	1415	2
2413	1416	1
2414	1417	1
2415	1417	0
2416	1418	0
